signum,revisionID,translitterering,normalisering,translation,Latitude,Longitude,Stil,Inscriber,Material,Period_begin,Period_end,edition
Upplands runinskrifter 572,54640290,...(l)auh · lit bro ' kera ' stain ' rita · eftiʀ · ioan · buanda · sin · ok · kunar · ok · ali · (e)ftiʀ · boþor · sin,"...laug let bro gærva, stæin retta æftiʀ Ioan, boanda sinn, ok Gunnarr ok Ali/Alli æftiʀ broður sinn.","... -lög lät göra bron och resa stenen efter Johan, sin make, och Gunnar och Ale (Alle) efter sin broder.",59.78365,18.55458,,,,793,1066,0
Upplands runinskrifter 573,54640310,alfkautr · (a)(u)(k) · uʀhtafr · lʀtu · rasa · stain · at · faþur · san · uʀiha ·,Alfgautr ok Vigdiarfʀ letu ræisa stæin at faður sinn Viga.,Alvgöt och Vigdjärv läto resa stenen efter sin fader Vige.,59.78282,18.55346,,,,793,1066,0
Upplands runinskrifter 574,54386335,+ orikia × auk + (þ)(u)-- ---(u) + raisa × ... ...rkiþi × mart a stai... ...(a)-m,Orøkia ok Þo[ra() let]u ræisa ... [ma]rkaði mart a stæini ...,Orökja och Tora läto resa (stenen) ... ristade mycket på stenen.,59.81824,18.65133,,Vidbjörn  [Stille 1999b:139],,793,1066,0
Upplands runinskrifter 575,54386667,... ...rauþur : sain : auk : ... ...noar · at · ... ...-(t)ar : uini(u)... ...y-...,... [b]roður sinn() ok ... ... at ... ... Viniu[t] ...,... broder sin och ... efter ... Vinjut ...,59.81824,18.65133,,Vidbjörn  [Stille 1999b:139],,793,1066,0
Upplands runinskrifter 576,54386703,...þbiarn + (a)... ... at + (m)...,...biorn o[k] ... at ...,...-björn och ... efter ...,59.81824,18.65133,,Vidbjörn  [Stille 1999b:139],,793,1066,0
Upplands runinskrifter 577,54386807,[... uarþ × traþi × ...i...],... varð drepinn ...,... blev dräpt ...,59.81826,18.65249,,,,793,1066,0
Upplands runinskrifter 578,54388390,[ri-... ...kinr · rs-- · sn iftiʀ · ribut bru-er · sain · kuþ · ialbi · hnntn · hans · uk · kiþfriþ · at · sun · s...],"... ... ræis[tu]() stæin() æftiʀ '''''ribut''''' bro[ð]ur sinn, Guð hialpi anda hans, ok Guðfriðr at sun s[inn].","... reste stenen efter ... sin broder '''ribut''', Gud hjälpe hans ande, och Gudfrid efter sin son.",59.82512,18.67856,,,,793,1066,0
Upplands runinskrifter 579,54581225,· uiþabiarn : arfi : kuþabiarnao : ri(t)- : --...- -(f)tiʀ : baruþ(a)r : si(n)(a) : u(r)-- : (a)(u)(k) : ----- (k)iari : kuþi : liufr : iftiʀ : bryþr : sina :,"Viðbiorn, arfi Guðbiarnaʀ, rett[i stæin æ]ftiʀ brøðr sina Or[ma]() ok ... Gæiʀi(), Guði(), Liufʀ() æftiʀ brøðr sina.","Vidbjörn, Gudbjörns arvinge, reste stenen efter sina bröder Orme och . . . Gere, Gude (och) Ljuv efter sina bröder.",59.7797,18.7663,,"Vidbjärn,Vidbiorn",,1000,1099,0
Upplands runinskrifter 580,54388534,... raistu : stain : þina : aiftiʀ : suain : sun : s...,"... ræistu stæin þenna æftiʀ Svæin, sun s[inn].","...reste denna sten efter Sven, sin son.",59.78481,18.74952,,Vidbjörn  [Stille 1999b:139],,793,1066,0
Upplands runinskrifter 582,55985196,"[biarn huk · ikulfriþ : raistu : stain : aftʀ : utrik : sun : sain · han · uaʀ : tribin : o · fin·lonti]","Biorn ok Igulfriðr ræistu stæin æftiʀ Otrygg, sun sinn. Hann vaʀ drepinn a Finnlandi.","Björn och Igulfrid reste stenen efter Otrygg, sin son. Han blev dräpt i Finland.",59.88422,18.7002,pr1,,,793,1066,0
Upplands runinskrifter 583,54351141,... ...in × þi...a × eftiʀ × -...,... [stæ]in þe[nn]a æftiʀ ...,... denna sten efter ...,59.85912,18.68137,,,,793,1066,0
Upplands runinskrifter 585,54558766,[: kitli:biarn : lit : kubta : þita : kiarþ : auk : abiarn · at · sun : sin : kuþan : sas : at : anutr : k- : u ×:× an : ta͡uþa͡r : kuþ : ialb... ...],Kætilbiorn let kumbl þetta gærva() ok Abiorn at sun sinn goðan '''''sas''''' at Anundr '''''k-''''' '''''u''''' '''''an''''' '''''tauþar''''' Guð hialp[i] ...,Kätilbjörn lät göra detta minnesmärke och Åbjörn åt sin gode son ... Anund ... Gud hjälpe ...,59.90829,18.70417,,,,793,1066,0
Upplands runinskrifter 586,54558762,× kunbirn × uk × osbirn × uk × [sikuatr · þiʀ × lit](u) [×] (r)(i)sa × s[t](i)(n) × [þin]a × iftiʀ × t(u)ka × faþur sin × ku[þ](a)(n) × ku(þ) ial(b)[i × ans × -]t uk × salu bitr × þan × an × karþi × til × ulm×f(r)[i](ʀ) lit × kra br(u),"Gunnbiorn ok Asbiorn ok Sighvatr þæiʀ letu ræisa stæin þenna æftiʀ Toka, faður sinn goðan. Guð hialpi hans [a]nd ok salu bætr þan hann gærði til. Holmfriðr let gærva bro.","Gunnbjörn och Åsbjörn och Sigvat de läto resa denna sten efter Toke, sin gode fader. Gud hjälpe hans ande och själ bättre än han förtjänade. Holmfrid lät göra bron.",59.89315,18.47529,,"Gunnar,Gunnar",,1000,1025,0
Upplands runinskrifter 587,54558631,[-l---r... ...--u-...],... ...,,59.8914,18.47338,,"Gunnar,Gunnar",,793,1066,0
Upplands runinskrifter 588,54558606,[ia · ttþt · aþsanʀna · nnn],... ... ... ...,,59.89684,18.47114,,,,793,1066,0
Upplands runinskrifter 589,54558490,[...ik · ak-t · akini...],... ... ...,,59.89852,18.43195,,,,793,1066,0
Upplands runinskrifter 590,54662933,· ranbʀarn · lʀt · rasa · stan · aftʀ · saur · san · uʀhʀalm · nuk · fuilhʀ · frihas · arfʀ · ustain ·,"ʀagnbiorn let ræisa stæin æftiʀ svær() sinn Vighialm/Vihialm, ok Fullugi(), Frøygæiʀs() arfi, Øystæinn.",Ragnbjörn lät resa stenen efter sin son Vighjälms själ och Fullunge får friheten () att ärva (). Östen.,59.89714,18.37697,pr3,"Östen,Östen 2",,1035,1065,0
Upplands runinskrifter 591,54309745,...k · a͡uk ...,... ok ...,... och ...,59.89722,18.37709,,,,793,1066,0
Upplands runinskrifter 592,54309773,...semni · ok · o(t)[irikr · ok · shktirikr · ok · a]skaiʀ · r[a... ... iftiʀ ·] luþin [·] ... ...[s]kaiʀ · riti · e[ftiʀ · ...u](þ)in : fa͡þur · [siʀa]...,"...æmni ok Otryggʀ ok Sigtryggʀ ok Asgæiʀʀ ræ[istu stæin()] æftiʀ Luðin ... [A]sgæiʀʀ retti æftiʀ [L]uðin, faður þæiʀa().","... -ämne och Otrygg och Sigtrygg och Åsger reste stenen efter Luden ... Åsger reste efter Luden, deras () fader.",59.90279,18.24452,,,,1100,1125,0
Upplands runinskrifter 593,54533327,ihulbarn · auk · uþ---- (l)ʀtu · m... ... (i)fti · bruþur · san · surban · o ulf·talum,Igulbiorn ok Auð... letu m[ærki gærva] æftiʀ broður sinn Þorbiorn/Styrbiorn/Surbæin a Ulfdalum.,Igelbjörn och Öd- ... läto göra minnesmärket efter sin broder Torbjörn (eller Styrbjörn) på Ortala.,59.99262,18.79541,,"Östen,Östen 2",,793,1066,0
Upplands runinskrifter 594,54651725,... ...(k) × kitilbiurn × litu × s... ...[is]... ...,... [o]k Kætilbiorn letu s[tæin ræ]is[a] ...,... och Kättilbjörn läto resa stenen ...,59.99231,18.79345,,,,793,1066,0
Upplands runinskrifter 595,54542044,kuþlef · uk · sihuiþr : altulfs͡rf · s · a͡rfæi- · litu · hakua · sten · æftir : faþur : sin : ok : sihbo͡rh mo͡þo͡r : hans :,"Guðlæifʀ ok Sigviðr, Aldulfs ... arfa[ʀ], letu haggva stæin æftiʀ faður sinn ok Sigborg, moður hans.","Gudlev och Sigvid, Aldulvs arvingar, läto hugga stenen sfter sin fader och (efter) Sigborg, hans moder.",60.15331,18.42098,,,,1100,1150,0
Upplands runinskrifter 597,55847966,aterfr · ... [· fuluki · lit(u)] · res... ... · eftiR · uiterf ' faþur [sin ...arm(i)lr · fals]...,"AdiarfR ... Fullugi letu ræis[a] ... æftiR Vidiarf, faður sinn ... ...","Ådjärv och Vie och Fullhuge läto resa sten denna efter Vidjärv, fader sin. Gud hjälpe hans själ, och Guds moder.",60.21658,18.20814,pr4,,,793,1066,0
Upplands runinskrifter 598,54574302,raskuiþr × lit ' akua sta(i)(n) -- kum[i] litu × risa ' stain ' aftiʀ ' broþur ' sin × inkibiarn [o](þ)munt ' risti ' runaʀ,ʀaskviðr let haggva stæin ... Gummi letu ræisa stæin æftiʀ broður sinn Ingibiorn. Auðmundr() risti runaʀ.,Raskvid lät hugga stenen. (Han och) Gumme läto resa stenen efter sin broder Ingebjörn. Ödmund() ristade runorna.,60.22987,18.18653,,Ödmund,,793,1066,0
Upplands runinskrifter 599,54527721,orniutr × ak × uihniutr × ak × s(i)ihniutr × þiʀ l(i)tu rasa stan þinsa aft-(ʀ) ...(m) × faþur sin × þurfostr × hriti runoʀ,"Arnniutr ok Vigniutr ok Signiutr þæiʀ letu ræisa stæin þennsa æft[i]ʀ ..., faður sinn. Þorfastr risti runaʀ.","Arnnjut och Vignjut och Signjut de läto resa denna sten efter ..., sin fader. Torfast ristade runorna.",60.24385,18.19724,,Torfast,,793,1066,0
Upplands runinskrifter 600,54331763,gaiʀilt(r) · lit · mirki · at · sbaraka · sun · sin,"Gæiʀhildr let mærki at Spraka, sun sinn.","Gerhild lät (göra) minnesmärket åt Sprake, sin son.",60.32143,18.34273,,,,793,1066,0
Upplands runinskrifter 603,54431346,[...-ik...],...,,60.29045,18.119,,,,793,1066,0
Upplands runinskrifter 604,55193517,huli · lit · stain · hkua · auk · þaiʀ · -... ... iftiʀ · krok · broþur sin · a-...,"'''''huli''''' let stæin haggva ok þæiʀ ... ... æftiʀ Krok, broður sinn ...","Hulle lät hugga stenen och de … efter Krok, sin bror …",59.0,28.0,,,,1000,1099,0
Upplands runinskrifter 605,54527564,[· iskirun · harþiʀ · totiʀ · lit · risti · runiʀ · ati · sik · sialfan · hn · uil · austr · fara · auk · ut · til · iursala · fair · risti · runiʀ ·],"Ingirun(), Harðaʀ dottiʀ, let rista runaʀ at sik sialfa. Hon vill austr fara ok ut til Iorsala. Fotr() risti runaʀ.","Ingerun, Hårds dotter, lät rista runorna efter sig själv. Hon ville fara österut och ut till Jerusalem. Fot (runristare)|Fot ristade runorna.",59.47432,17.78741,,"Fot,Fot 2 , Möjligen ,Ger",,793,1066,0
Upplands runinskrifter 606,54527538,[if... -uk : aistin : ufik... ... kuþfast : faþu... ... -uk : askiar ... bata : sin],"... ok Øystæinn/Æistæinn Ofæig[ʀ] ... Guðfast, faðu[r] ... ok Asgærðr ... bonda sinn.","... och Östen ofeg ... [efter] Gudfast, [sin] fader, och Åsgärd [efter] sin man.",59.5336,17.7672,,,,793,1066,0
Upplands runinskrifter 607,54398712,§P [...iuiþ...] §Q [... siriþ ... gyriþ ... ...tu : ke... ...],§P ... §Q ... Sigrið ... Gyrið ... [le]tu() gæ[rva]() ...,... Sigrið ... Gyrið ... lät() göra() ...,59.5336,17.7672,,,,793,1066,0
Upplands runinskrifter 608,54310017,... ...[kulbi](u)rn ' kuihulfr ' þiʀ [b]ruþr al[iʀ lit]u [rita] stai(n)[o] (s)uniʀ siriþaʀ ...,"... [I]gulbiorn, Kvigulfʀ, þæiʀ brøðr alliʀ letu retta stæina, syniʀ Siriðaʀ ...","... Igulbjörn, Kvigulv, alla dessa bröder läto uppresa stenarna, Sigrids söner ...",59.53481,17.76533,,,,793,1066,0
Upplands runinskrifter 609,54527533,[... auk × h...],... ok ...,... och ...,59.53481,17.76533,,,,793,1066,0
Upplands runinskrifter 610,54528951,[... ...(t)i : stin þa](n)a : eft : as[kut : sun sin : trik : h... ...],"... [ræis]ti stæin þenna æft Asgaut, sun sinn, dræng h[æfan()] ...","... reste denna sten efter Åsgöt, sin son, en ung man ...",59.5189,17.77854,,,,793,1066,0
Upplands runinskrifter 611,54310195,biurn : auk : stnfriþ : litu : arisa s--n : afti : kisila : han : uti : fial : i liþi : frekis ·,Biorn ok Stæinfriðr letu ræisa s[tæi]n æftiʀ Gisla. Hann uti fioll i liði Frøygæiʀs().,Björn och Stenfrid läto resa stenen efter Gisle. Han föll utomlands i Frögers följe.,59.52222,17.76149,,,,793,1066,0
Upplands runinskrifter 613,54253465,+ una + lit + reisa + þinsa + stein + aftʀ + sun sin + istin sum + to + i hoita+uaþum + kuþ hialbi + salu hans ÷,"Una/Unna let ræisa þennsa stæin æftiʀ sun sinn Øystæin/Æistæin, sum do i hvitavaðum. Guð hialpi salu hans.","Unna lät resa denna sten efter sin son Östen, som dog i dopkläder. Gud hjälpe hans själ",0.0,0.0,,"Visäte,Visäte",,1050,1099,0
Upplands runinskrifter 615,54529035,[sikuiþr · lit · risa staa þansa aft · brusa · faþur sin · kuþ hialbi · ant ans],"Sigviðr let ræisa stæin þannsa aft Brusa, faður sinn. Guð hialpi and hans.","Sigvid lät resa denna sten efter Bruse, sin fader. Gud hjälpe hans ande.",59.54774,17.74132,,,,793,1066,0
Upplands runinskrifter 616,54527528,fir--(r)iui : lit rita · kuml : yfitiʀr : fnþur : sih : baosa : auk : boruþur : kuru- · kuþ hi͡a͡l-... · ul kuru -ial uti · a&#124; &#124;akla--,'''''fir--riui''''' let retta kuml æftiʀ faður sinn Bosa()/Bausa() ok broður '''''kuru-'''''. Guð hial[pi] '''''ul''''' '''''kuru''''' [f]ioll uti a Ængla[ndi].,'''fir--riui''' lät resa kumlet efter sin fader Bose och [sin] broder '''kuru'''-. Gud hjälpe ... '''kuru''' föll utomlands i England.,59.52147,17.74557,,,,793,1066,0
Upplands runinskrifter 617,18452135,kinluk × hulmkis × tutiʀ × systiʀ × sukruþaʀ × auk × þaiʀa × kaus × aun × lit × keara × bru × þesi × auk × raisa × stain × þina × eftiʀ × asur × bunta · sin × sun × hakunaʀ × iarls × saʀ × uaʀ × uikika × uaurþr × miþ × kaeti × kuþ × ialbi × ans × nu × aut × uk × salu,"Ginnlaug, Holmgæiʀs dottiʀ, systiʀ Sygrøðaʀ ok þæiʀa Gauts/Gauss, hon let gæra bro þessa ok ræisa stæin þenna æftiʀ Assur, bonda sinn, sun Hakonaʀ iarls. Saʀ vaʀ vikinga vorðr með Gæiti(). Guð hialpi hans nu and ok salu.","Ginnlög, Holmgers dotter, syster till Sygröd och till Göt, hon lät göra denna bro och resa denna sten efter Assur, sin man, son till Håkon jarl. Han var landvärnare mot vikingar med Geter. Gud hjälpe nu hans ande och själ.",0.0,0.0,,,,0,1500,0
Upplands runinskrifter 618,54624298,[in]riþr ' uk ' kyriþ ' lito ' rita ' st[a]in · af[t]iʀ ' [k](l)[em](i)t ' fa[þur · si]n ku ' inkik[h]r [·  bo]an[ta sin],"Ingiriðr ok Gyrið letu retta stæin æftiʀ Klemit, faður sinn, ok Ingigærðr() [at] boanda sinn.","Ingrid och Gyrid läto resa stenen efter Klemet, sin fader, och Ingegärd () efter sin man.",59.50609,17.62674,,"Öpir 1  ej Öpir, menar Åhlén",,793,1066,0
Upplands runinskrifter 619,54624669,þisa · meki · eftiʀ · ky... ...i + rauþr h...[ak -...],Þessa mærki æftiʀ ... ... ʀauðr h[i]ogg ...,Dessa märken efter ... Röd högg ...,59.50609,17.62674,,,,793,1066,0
Upplands runinskrifter 620,55297340,kunar : auk : ihul : l(t)(u) · -... ... ...-uþr : sn kml : kþ : hulbi : ant : h-s : auk : kus mþʀ frmn : slknasma : k...-n tuþan : uin ·,Gunnarr ok Igull letu ... ... [br]oður sinn kuml(). Guð hialpi and h[a]ns ok Guðs moðiʀ '''''frmn''''' '''''slknasma''''' ... dauðan vin().,Gunnar och Igul läto ... sin broder minnesmärke. Gud hjälpe hans ande och Guds moder ... döde vän [],59.515649,17.649889,pr1,,Runsten,1010,1050,0
Upplands runinskrifter 621,54526994,' abiun + auk + sibiun [auk · kunhiltr · litu risa · þina · stin · aftʀ · faþur · sin · auk · en · aftʀ bunta sin usur],Abiorn ok Sigbiorn/Sæbiorn ok Gunnhildr letu ræisa þenna stæin æftiʀ faður sinn ok hon()/æn æftiʀ bonda sinn Assur.,Åbjörn och Sigbjörn och Gunnhild läto resa denna sten efter sin fader och hon efter sin man Assur.,59.51576,17.63213,,Visäte,,793,1066,0
Upplands runinskrifter 622,54527006,' kunhi... ... eft[i]ʀ ' sun sn · hursefn(i) · [auk ·] oithafþ[a] uþ --b uil,Gunnhi[ldr] ... æftiʀ sun sinn Horsæfni() ok Hvithofða. Guð [hial]p() '''''uil'''''.,"Gunnhild ... efter sin son Horsämne () och Vithövde, Gud hjälp () . . .",59.51552,17.6309,,Visäte,,793,1066,0
Upplands runinskrifter 623,54532082,kuriþ · auk ' sikuiþr ' auk sikfast ' raistu ' stin ' aftiʀ ' uifast ' faþur ' sin ',"Gyrið ok Sigviðr ok Sigfastr ræistu stæin æftiʀ Vifast, faður sinn.","Gyrid och Sigvid och Sigfast reste stenen efter Vifast, sin fader.",59.52395,17.59674,,,,793,1066,0
Upplands runinskrifter 624,54532110,+ suain + auk + biarn × auk × ikulfastr × litu × raisa × stin × eftiʀ × ikul × faþur × sin ×,"Svæinn ok Biorn ok Igulfastr letu ræisa stæin æftiʀ Igul, faður sinn.","Sven och Björn och Igulfast läto resa stenen efter Igul, sin fader.",59.52715,17.57847,,"Ärnfast , Fot,Fot 2",,793,1066,0
Upplands runinskrifter 625,54526999,-...--...r × auk × kulifr × au(k) (×) bi--- ... ...--(r) × litu × r(a)... ... -in ×,... ok Guðlæifʀ ok Bi[orn] ... ... letu ræ[isa] ... [s]inn.,... och Gudlev och Björn ... läto resa ... sin ...,59.51451,17.58394,,"Fot,Fot 2",,793,1066,0
Upplands runinskrifter 626,54331838,... [auk · kuriþr · litu · ra]isa · stain · þ[eno · -... ... bruþur : simi : ... ...r · sin þis]a · men · uaʀu · f[eþrkaʀ],... ok Gyriðr letu ræisa stæin þenna [æftiʀ] ... broður sinn() ... [faðu]r sinn. Þessa mænn vaʀu fæðrgaʀ.,... och Gyrid läto resa denna sten efter ... sin broder ... sin fader. Dessa män voro fader och söner.,59.58894,17.65207,,,,793,1066,0
Upplands runinskrifter 627,54615987,[anutr : kautr · auk · niusi : ristu · stn · þesa × aftir · asbiurn × faþur · sin : kuþ : trutin · hialbi : otu hans :],"Anundr, Gautr ok Niusi() ræistu stæin þennsa æftiʀ Asbiorn, faður sinn. Guð drottinn hialpi andu hans.","Anund, Göt och Nyse reste denna sten efter Åsbjörn, sin fader. Herren Gud hjälpe hans ande.",59.57951,17.65552,,,,793,1066,0
Upplands runinskrifter 628,54619377,[× þorbiurn × auk × ormr × auk × hialfast... ... -uk × knakr × auk × þorstin × raistu × stin × at × hulmstin × faþur · sin],"Þorbiorn ok Ormʀ ok Hialmfast[r] ... ok Knakʀ() ok Þorstæinn ræistu stæin at Holmstæin, faður sinn.","Torbjörn och Orm och Hjälmfast ... och Knak() och Torsten reste stenen efter Holmsten, sin fader.",59.57926,17.67321,,"Fot,Fot 2",,793,1066,0
Upplands runinskrifter 629,54527304,+ iluhi ' nuk ' fuluhi ' þiʀ litu ' rasa ' s[tain :] þino + aftiʀ foþur sin + arnkisl ' k[uþ · h]ia[l]bi · onta hons × þurfastr hristi runoʀ,Illugi ok Fullugi þæiʀ letu ræisa stæin þenna æftiʀ faður sinn Arngisl. Guð hialpi anda hans. Þorfastr risti runaʀ.,Illuge och Fulluge de läto resa denna sten efter sin fader Arngisl. Gud hjälpe hans ande. Torfast ristade runorna.,59.60039,17.69252,,Torfast,,793,1066,0
Upplands runinskrifter 630,54577193,freybiurn · lit · raisa · sain · þeno · eftiʀ · kuntiarf · faþur · sin,"Frøybiorn let ræisa stæin þenna æftiʀ Gunndiarf, faður sinn.","Fröbjörn lät resa denna sten efter Gunndjärv, sin fader.",59.58456,17.64314,,Arbjörn,,793,1066,0
Upplands runinskrifter 631,54576282,[nigulas + lit · rita · stena · eftiʀ · syhsa · fa]þur sen ·,"Nigulas let retta stæina æftiʀ Søgsa, faður sinn.","Nigulas lät uppresa stenarna efter Sögse, sin fader.",59.54094,17.52297,,,,793,1066,0
Upplands runinskrifter 632,54648427,...i ' o- ...inbiorn ... ... ...-oþ-r ' sin ' syhsa,... o[k Stæ]inbiorn/[Ar]inbiorn ... ... [br]oð[u]r sinn Søgsa.,... och Stenbjörn () (reste efter) sin broder Sögse.,59.54063,17.52181,,,,793,1066,0
Upplands runinskrifter 633,54388588,...kifa × lit × raisa × stain × eftiʀ × ulfkitil × bonta × sin han × u(a)ʀ × faþiʀ ' sikr...,"'''''...kifa''''' let ræisa stæin æftiʀ Ulfkætil, bonda sinn. Hann vaʀ faðiʀ Sig...","... '''kifa''' lät resa stenen efter Ulvkel, sin man. Han var fader till Sigr - ...",59.55576,17.49953,,,,793,1066,0
Upplands runinskrifter 634,54569483,[· aust... ...t · kira · mirki · at · uikisl · faþur · sin · kuþn],"Øyst[æinn le]t gæra mærki at Vigisl, faður sinn goðan.","Östen lät göra minnesmärket efter Vigisl, sin gode fader.",59.56127,17.51122,,,,793,1066,0
Upplands runinskrifter 635,54616142,r[ol]u[fr × auk × arnfastr] × auk × arfastr × auk × arni × ra(i)[s](t)u × stin × [a]t × [kura-]a × [fa]þu... ...,"ʀolfʀ() ok Arnfastr() ok Arfastr ok Arni ræistu stæin at '''''kura-a''''', faðu[r] ...",Rolv() och Arnfast() och Arfast och Arne reste stenen efter ... [sin] fader.,59.55447,17.48816,,,,793,1066,0
Upplands runinskrifter 636,54616139,alui · lit · risa · stn · þtin · at · arfast · sun sin · hn · fur · ausʀ · i karþa,"Alvi let ræisa stæin þenna at Arnfast, sun sinn. Hann for austr i Garða.","Alve lät resa denna sten efter Arnfast, sin son. Han for österut till Gårdarike.",59.55447,17.48802,,,,793,1066,0
Upplands runinskrifter 637,54616263,snari : auk : kitilbiurn : litu : aris[a s-... iftir : ulf : faþur : sina :  ku-]iþ :  bun[(t)a : sin],"Snari ok Kætilbiorn letu ræisa s[tæin] æftiʀ Ulf, faður sinn, [ok] Gy[r]iðr [æftiʀ] bonda sinn.","Snare och Kättilbjörn läto resa stenen efter Ulv, sin fader, och Gyrid efter sin man.",59.55447,17.48823,,,,793,1066,0
